x,y
1.748814371759593866e-01,8.557372589057863355e-01
2.271795570235148887e-01,8.370411252429400539e-01
2.792760884544104316e-01,6.428819100587076507e-01
6.941505735098310037e-01,5.126547531450529327e-01
3.053106766967312868e-01,2.126443763710961221e-01
3.318935456242622095e-02,3.039464012407238069e-01
6.531627905312830107e-01,9.383048184484826804e-01
8.712044822630520269e-01,7.660647765353025829e-01
7.884473432532986825e-01,6.649849034759952593e-01
2.602868575660030048e-01,9.071950307058298524e-01
6.707323119058340444e-01,5.604406309804399466e-01
1.109894692134810734e-01,4.470555438064254261e-01
4.603582712019262946e-01,8.645636095226699736e-01
5.466482201877884695e-01,3.804005489704096465e-01
9.768003285106593436e-01,1.107205933263156750e-01
4.225484283119446127e-01,4.202467517140529019e-02
7.399041207669303510e-01,9.180765521991506306e-01
2.800373295504894333e-01,8.583416767991208784e-01
2.922182304618977655e-01,9.107701616439152215e-01
7.539619035967839444e-01,8.049067768414386315e-01
1.800655560045449910e-02,9.628103570740259576e-01
7.266709920703232628e-01,3.047510953861333194e-01
8.293946648588469417e-01,2.815211984149299518e-01
8.727538395661279536e-01,1.125803904119370147e-01
7.036859774607957529e-01,5.406984766449103308e-01
9.653447019544081353e-02,2.418938282588389832e-01
1.240403627731478942e-02,4.687679654645058314e-01
3.012652607600003751e-01,5.983574842977588126e-01
2.972378077086171855e-01,2.999191115069846925e-01
7.431931987316033883e-01,4.814283597835344874e-02
9.028949951919872374e-01,8.522638743911814529e-01
6.678046832264065147e-01,5.932215701073842995e-01
8.923024981396522337e-01,1.853301795287144449e-01
7.896916219082861232e-02,2.395101699095381065e-01
7.945782787001902658e-01,3.467026672648332308e-02
5.828068350834896272e-01,9.954375161913099346e-01
8.556960938375394177e-01,5.214456890435894554e-01
6.364090928664234426e-02,8.313735143857098331e-01
5.989785081772105446e-01,1.149329970595668327e-01
9.385728482335620182e-02,9.096268194365924042e-01
6.692002629380784384e-01,8.292867993167555296e-01
8.789789002822673281e-01,5.717723520483222188e-01
5.174463517550412783e-01,4.304274103209901892e-01
3.169465877911192830e-01,4.345959608587117717e-01
7.738796557301563794e-01,6.019234310151315714e-01
8.925232899548460885e-01,4.433800143791877257e-01
6.070895787187540193e-01,6.313075530919887157e-01
5.916971623063255192e-01,7.026337730855163333e-01
2.374334683748062780e-01,5.123637775457906551e-01
1.042248028083476719e-01,3.845113276448125506e-01
4.876670686212644101e-01,6.522242595454724734e-01
9.505310525862035176e-01,6.006510665483558720e-01
7.435939161765597882e-01,5.062660594952027582e-01
6.341040313763313119e-01,7.093221613377342916e-02
2.543915808418469870e-01,3.618530932051386984e-01
4.724933550065135712e-01,4.564874550238373629e-02
1.400240975533176835e-01,2.768143077913057803e-01
9.715326909010506551e-01,3.313470071030507613e-01
4.820410581120825322e-01,1.960977127383929375e-01
6.107800710757682605e-01,2.806832155159743047e-01
2.069925784384267775e-01,5.165726284459790651e-01
5.505799160420821181e-03,7.664032649225327454e-03
2.190688091018577754e-01,3.672136250082114195e-02
1.080257541306913760e-01,3.388606493387515961e-01
8.025856795798128607e-01,5.720486433693008355e-01
5.126677259564164091e-01,2.934888232081216408e-01
9.317537194328163741e-01,3.970150412371916682e-01
8.709276679577149238e-02,6.170665161178012781e-01
1.138383934766014072e-01,3.452231428016920844e-01
5.074119387178088747e-01,8.742225246851758058e-01
4.935465803401186680e-01,7.022587660316642610e-01
9.928168389990703613e-01,1.314891198979816211e-01
2.747315255195195149e-01,3.945760755976464029e-01
4.218281785388313665e-01,4.110210752655457656e-01
9.076110025565549133e-01,7.140326444668564365e-01
6.079052140907037494e-01,3.093727178627820873e-01
8.237903842212946914e-01,9.550605114849889388e-01
8.211982825502265326e-01,1.565105191472904167e-03
6.364013701834070336e-01,5.113538144210072467e-02
2.576072203337218536e-01,5.952470034777168628e-02
6.037954529493877454e-01,6.865899134926067848e-01
1.144876380659051174e-01,3.838388830449794842e-01
4.562365089555420195e-01,3.690530217609165886e-01
1.210250004851930461e-01,4.189477901874754107e-01
7.511780478084181256e-01,7.100766453325546568e-02
8.018001408190345014e-02,3.547712918359842149e-01
9.417257116189250432e-01,6.685726467229140546e-01
6.786699566725648003e-01,3.619199908378649688e-01
5.936607912085384298e-01,1.013118402774337845e-02
6.360960464095422040e-01,9.132869475762367406e-01
6.125734683448191831e-01,8.736985934663450415e-01
7.239730554660938067e-01,1.205584164036902495e-01
9.024533072858417215e-01,6.644384435577488368e-02
5.339674725477637773e-01,1.421371237934576648e-01
1.170661073090406568e-02,4.220342601276390049e-01
2.950407076541562423e-01,4.860004937976030170e-01
5.771998867345508044e-01,4.373907230894735765e-02
1.230032951237456373e-01,5.586423964504253492e-01
3.431673531726582294e-01,7.291734875494479962e-01
6.522916485919396656e-01,8.456043629899068215e-01
6.924928266692252921e-01,4.299310773901481308e-01
6.729666223944323900e-01,2.753811742554185260e-01
3.063134987782126784e-01,7.889851599207933219e-01
4.464195164015821726e-01,7.983803405183524937e-01
8.224223736682784169e-01,8.575623376612837578e-01
9.166352358412073187e-01,4.309852205132962411e-01
3.188668183211388341e-01,5.821987465941138584e-01
3.711724234376275744e-01,6.010741668002329563e-01
7.055858626438246128e-01,6.884050184921368665e-01
3.745528870201213500e-01,1.668602016987528192e-01
4.305293384622075337e-01,1.425941440819087358e-01
8.900970351838083383e-01,3.458774607378574117e-01
1.544597472233237845e-01,2.544775990575087743e-02
6.458223862864842513e-01,6.369023174547432387e-01
3.406041665812916674e-01,7.171188884765100635e-02
4.096288948952320208e-01,3.112174950633935788e-01
6.771206397350093553e-01,6.057792494526903493e-01
3.645937281975399902e-01,2.178925542549901007e-01
9.880359661555918604e-01,4.540016211961148684e-01
6.882742357802370536e-01,1.405529675783607768e-01
4.855896996593977999e-01,2.753671986946548689e-02
5.054551179104499470e-01,9.640174071177023407e-01
3.842067129858002250e-01,3.899601257491158712e-02
3.095579091934352878e-02,3.879867599468694861e-01
1.600249364631940452e-01,2.335209632818591174e-02
7.562136139501768328e-01,4.585230088818906813e-01
2.892447719726545241e-01,9.000831830164807146e-01
1.161389602005256094e-01,9.559188289553192108e-01
3.139667173773528219e-01,8.884036723086812248e-01
6.029428764794615425e-01,8.267073597414874575e-01
9.840131632104642811e-01,2.884054378187457246e-01
9.611354854075929710e-01,3.894818949024203558e-01
3.855119047369223173e-01,3.403871042545056902e-01
5.414076073475851958e-01,1.541450431784870956e-01
5.537114853580111795e-01,5.417048124100040107e-01
7.619018126048699990e-01,8.336499619375855596e-01
4.404413503124240403e-01,3.023332493514937491e-01
2.593348973170944705e-01,1.946238367048719331e-01
5.764758219902488268e-02,3.424479788347133402e-01
2.702476921307832569e-01,9.664173858664073524e-01
5.577088262500439209e-01,3.472770390305075505e-01
5.804676009936959868e-01,1.391967013456955060e-01
4.440437492022029087e-01,6.262343214210638331e-01
4.888978317924513872e-01,4.017788006543242529e-01
9.938483888996981763e-01,8.803147621489270103e-01
6.234059581594401100e-01,5.693773611822827707e-01
6.206604798245840549e-01,2.013121078224332505e-01
3.951377432643186083e-01,3.945953289089931815e-02
4.755460374868266671e-01,5.430245839576631761e-01
2.277497361032095879e-01,9.640288471655137359e-01
9.094546109372420029e-01,7.221432354559058631e-01
5.333866287653625804e-01,8.699691596476849531e-01
1.306523438234629131e-01,7.905097942748849915e-01
1.248208139668482985e-01,7.942106625494054217e-01
2.757675682513569537e-01,8.770905810181889306e-01
9.440420938253978322e-01,1.487959694051156356e-01
4.626756050653935137e-01,9.809873781626851086e-01
4.834074359731466153e-01,8.635475225145451406e-01
5.887315221313198510e-01,3.753299079196018573e-01
2.857835555258702032e-01,2.032230910860872708e-01
7.617981913776972203e-01,3.865405068230278740e-01
5.112754622007511518e-01,4.923254800011819254e-01
5.772790292331312356e-01,8.655771456245522355e-01
9.807393435834294015e-01,4.075842085738169418e-01
8.275189221063030676e-01,7.645277946547176517e-01
5.735289514555732548e-01,9.560471436119331035e-01
2.004745155284027858e-01,1.092642103096214123e-01
8.539619669554221471e-01,4.391498166337483022e-01
8.469688542070604731e-01,8.930902051954149323e-01
6.245759361907143870e-02,8.834647629860606921e-01
4.483190553694221814e-01,5.104324890042322149e-01
6.265925110932102360e-01,9.263826067300867662e-01
1.911609442976403006e-02,4.768434683178170985e-01
6.877220424305606761e-01,7.227069576982284582e-01
6.925324315371079731e-01,1.344351294081218562e-01
2.993955883716812316e-01,3.587155254170134588e-01
8.044372076795049953e-01,2.787598724145530227e-01
2.107049638672031655e-01,9.574480190380961764e-01
8.863285113468899468e-03,9.978208556819782027e-01
6.768212988573956146e-01,8.284692994491170692e-01
2.946193963461931631e-01,1.431527766705997795e-02
7.378695185615300467e-01,8.341445970006757804e-01
7.404761319535191344e-01,1.428502873008385965e-01
7.534279222569690848e-01,7.689227821076409786e-01
6.585405156700548934e-01,7.661159327955862075e-01
8.459214396777321454e-01,6.136041142374584201e-01
8.860471396967906088e-02,4.876278096672108653e-01
7.764933467160506364e-02,4.075430310324308358e-01
4.071064891256276352e-01,6.600984414024158031e-02
3.488205339694793183e-01,1.109980987913148365e-01
8.082352100092221603e-01,9.476880259644707705e-01
7.231647525793860609e-02,9.551152072917014069e-01
5.225765993367451623e-01,2.995656779538738990e-01
7.686207527616351065e-02,5.006242680704178216e-01
7.945155444907486819e-01,7.070864772666981546e-01
5.022601146397376315e-02,7.290183536790351138e-02
4.028732826326371086e-01,2.952904940479432749e-01
2.323843230560478368e-01,2.810044989087135958e-01
8.034827432968846272e-01,9.292280536318539008e-01
4.051026945275664204e-01,9.061110021324970676e-01
3.214957012478819598e-01,4.764369863437916131e-01
2.260289978159997215e-01,6.404760421758439737e-01
9.789811151748089024e-01,6.034930960433786407e-01
3.578140841135488692e-01,6.478174459905283733e-01
1.229206784653875673e-01,8.886590802653986376e-01
5.030839507798363641e-01,4.493497420396420639e-01
5.858647884535191919e-01,6.247838627894024555e-01
7.177580622651302811e-02,6.826172212234024039e-01
2.419316803155295847e-01,7.139526325065898016e-01
8.225347943841967435e-01,8.039585075525202962e-01
5.525009674078891209e-01,5.201698923107511696e-01
1.428759613394117167e-01,7.753461504031355922e-01
2.714093804467143656e-01,4.966954228179465414e-01
2.842740929275167083e-01,1.338283629996931401e-01
6.295576968917365734e-01,5.433203482290382969e-02
7.486452341261999877e-01,3.175867952611166611e-01
1.346930044853200670e-04,5.111291392372298015e-01
4.685190852760312552e-02,2.761695578208994695e-01
7.069764874557161738e-01,6.268962162186586529e-02
8.393384923560023303e-01,3.819922658583108088e-03
2.468238692019022462e-01,7.409040561520714441e-01
3.162701497293067820e-01,1.018923880660135284e-01
3.602339188004278769e-01,2.703932863845255330e-01
8.427119021605549154e-01,3.133479175851431320e-01
7.889324717760072270e-01,8.918721448107347349e-01
4.338174195765295282e-01,9.099431438543920114e-01
3.773180539631928454e-01,9.640784164901081699e-01
8.928952452557292752e-02,6.870192665032427426e-01
4.938140404569286712e-01,3.876488054556470608e-01
6.327118787486009088e-01,7.038570916343311890e-01
4.363269650309087311e-03,1.669530887471987191e-01
7.130460506343186955e-01,6.663854135782064647e-01
9.660475051286772086e-01,7.610377902507829972e-01
9.507727077313380404e-01,7.025405015348069604e-01
2.980522086394431502e-01,1.053649222508564742e-01
7.818238633449355879e-01,6.441492214759159118e-01
4.818601239329622921e-02,3.600504659009783337e-01
9.567998154842861647e-01,5.004011457102012228e-01
4.327291360197046410e-01,4.576996051592939763e-01
2.088827240051637224e-01,3.687071708647952084e-01
3.698132559871766256e-01,5.235502018747240083e-02
7.675676285179182656e-01,4.165044319038789800e-01
8.221798868164232887e-01,8.503480011198953914e-01
2.119940546986580632e-01,6.573534821701285669e-01
4.722818041629817110e-01,8.801567379214850773e-01
2.157406791764541198e-01,6.778132003100442171e-01
6.077521222527225708e-01,2.953014775718327822e-01
1.366009036511726116e-01,6.516397604772765639e-01
7.385974581323306865e-01,3.156273437633499990e-01
6.448326040223137934e-01,3.951309076115032681e-01
7.132068832826177207e-01,1.992152748940531071e-01
8.902150026361743684e-01,2.874095964655797308e-01
3.677859877561528990e-01,5.809195208034978464e-02
1.115122123212763938e-01,5.158619027123281242e-01
2.675926767279714902e-01,8.354802257421943823e-01
1.469338865495384283e-02,3.790940486719361902e-01
3.373455467690926746e-01,1.932763091760103524e-02
1.243683990005102213e-01,4.136426749186352669e-01
4.928645844474466298e-01,4.042897472548691029e-01
5.309376784120938275e-01,5.951316749056815292e-01
9.923821127835630307e-03,4.640951594535038804e-01
9.634992408875883152e-01,5.190322801295487176e-01
6.775422674589531846e-01,3.118638579168832026e-01
7.739913781527625325e-01,7.729214818761150907e-01
5.212960476541389498e-01,9.760138232792135993e-01
1.255502147626533782e-01,1.694766488958099337e-02
7.701582117570959785e-01,8.071555373648825471e-01
1.202072291205762422e-01,2.655828329586060743e-01
1.755236336662890917e-02,2.933086107805646936e-01
7.731418739186715072e-01,5.179605277125789442e-01
3.480955931682880866e-01,3.717392949063302865e-01
1.353625715468154134e-03,2.998005275652358970e-01
6.464587416379304896e-01,9.741944438163571141e-01
8.470608269838995064e-01,2.359496464552912620e-02
8.985606046748393361e-01,7.831984132986259395e-01
7.803761235709804067e-01,4.579957590035714787e-01
3.980052929545028206e-01,3.029157288331926212e-01
6.569485895436577572e-02,2.282353634936991060e-01
2.466036349780246217e-01,4.840770697102015907e-01
7.474444065966939776e-01,4.738098283979466085e-01
5.784444944716060633e-02,9.577898009882038766e-01
9.427243190941122508e-01,7.851895431484083865e-01
9.913279015642205705e-01,5.444823328002629248e-01
9.627683502532060622e-01,7.560504061675077381e-02
3.656807482613713134e-01,2.253812680067658336e-01
1.958330841342700301e-01,1.408029488926760830e-01
6.224136415659966559e-01,7.813218557473050607e-01
5.782983994203606537e-01,1.469627095882096723e-01
8.111237699334709061e-01,6.359547071637284832e-01
3.881657061269955244e-01,6.741302955360629623e-01
2.599049792428328454e-01,3.451922084942105062e-01
9.174858431319902197e-01,2.905045056714203877e-01
4.699882681579365951e-01,8.901411373960146367e-01
7.077213502675274714e-01,6.220322616470275179e-02
1.473030442789703409e-01,7.841590771916817637e-03
6.309217902291633928e-01,4.476734254104183242e-01
1.342748509022755332e-01,9.579341210567704490e-01
5.296597239456198869e-01,2.418932941128891789e-01
5.006035711547075495e-01,6.796203327351078016e-01
7.623921797356447705e-02,2.747038150478919860e-01
8.069654908839936081e-01,4.596648704026612409e-01
5.465771420322949048e-01,4.328160022094692527e-01
4.389994264300511873e-02,1.657497798201559291e-01
4.455416387418908997e-01,2.091854654079278175e-01
4.997902865967873698e-02,8.436496640518237333e-01
9.811925291641158120e-01,7.931428739967394392e-01
8.537849217046670214e-01,2.419771303170453747e-01
9.606269755131997545e-01,1.969257044534283851e-01
9.514298103618322733e-01,9.948192939659510348e-01
7.117228057460487367e-01,9.811437317918219048e-01
5.695397795671036656e-01,2.595417831760903349e-01
4.369958856656208646e-01,5.935609353787859588e-01
7.308156202701499016e-02,6.223432646172460947e-01
9.811778367622945307e-01,1.901076497837276280e-01
7.925951162883833057e-01,9.078987937796193508e-01
9.437015928202208137e-01,9.601356044054472072e-01
5.214596387214719408e-01,9.773079079915036882e-01
7.573102071344388619e-01,1.616714362369618962e-01
4.769001064679699864e-01,7.183311753720039716e-01
2.473403158190833340e-01,6.406151835488873569e-01
6.666004790466192320e-01,1.626997438085658887e-01
5.650853124527562832e-01,7.716269109786076941e-01
4.988956645359419184e-01,1.210311677610742542e-02
9.038469079292177355e-03,3.570293439700121807e-01
9.261940684317819805e-01,2.286767796036087708e-01
6.343636888716871480e-01,2.220758706933205762e-01
3.216699896595486274e-01,8.480420896014839727e-01
7.288614422699468687e-01,9.539927731321062865e-02
4.287020209864336184e-01,2.916976364526446819e-02
4.808901466030089944e-01,6.624340117010680817e-01
1.185026235981515574e-01,2.888849389091656672e-01
3.978366255021569264e-01,9.195310246560497447e-01
9.932550154229640160e-01,4.491129899561585592e-02
7.610079234953920357e-01,3.717240664023432339e-01
3.924581862294800327e-01,7.542649733470226936e-01
9.184264321454086444e-01,9.509285945025484077e-01
5.771225860383207840e-01,3.571211593005028107e-01
7.875490858587792520e-01,2.510013832623002594e-01
5.640740288335177599e-01,3.585784615248731599e-01
6.566310737078761006e-01,2.403989128935068997e-01
1.915929457348257703e-01,9.182390866754370773e-01
1.018036829495369000e-01,5.059579077349316556e-01
2.208527829630089201e-01,3.892996332566744933e-02
3.601881829142639102e-02,1.752217721058273447e-01
8.667703545060002623e-01,2.824787439770266584e-01
9.504591705752957198e-01,5.816222929891935456e-01
4.366141897687660922e-01,5.800888346694546005e-01
5.166983852262677646e-01,7.587762537573251587e-01
2.824960659728522616e-01,3.530503916003023823e-01
8.940943025332507288e-01,9.464565131504054651e-01
8.925582274864745091e-01,4.194479939573135807e-01
7.803655030068816778e-01,4.763357333010987960e-01
4.975398521461021906e-01,2.046801090572839543e-01
5.911303032585164541e-01,1.861358977533479342e-01
3.315646990671937688e-01,8.550302016199351485e-01
2.070758092108552217e-01,7.115828517343281145e-02
6.900759261281630419e-02,9.407845205031079017e-01
5.069204379618346135e-01,4.094120718170183304e-01
8.108785810079184309e-01,8.358259279105160200e-01
3.321910331156046059e-01,6.936180574737952353e-01
7.711228158518865783e-01,6.546506868659545120e-01
1.515950748000993720e-01,8.758830835170570150e-01
5.390945527360087031e-01,2.824724263700036930e-01
4.252281854376939174e-01,3.757109039890738078e-02
1.278668012224175587e-01,7.655467505158608521e-01
1.163475536614111405e-05,4.165658284822921775e-01
5.225101810855884432e-01,5.463442000097229467e-02
9.730781629723328496e-01,2.261253312496719348e-01
3.041987196362808676e-01,3.039425122550273306e-01
2.304166621173499019e-01,1.473822086311415980e-03
7.293447940879963509e-01,9.668454997992853572e-01
2.242934832850450588e-01,6.630471918034224199e-01
7.418963269587151022e-01,8.484253790905247339e-01
4.226291970136091258e-01,3.029309056404292377e-01
3.252951340230311184e-01,7.126213330985128325e-01
8.167794665056360426e-01,1.816139677566026567e-01
3.709410081577652063e-01,9.019401967491500471e-01
8.066935196947392361e-01,9.848584027624758264e-01
7.542482596820807572e-01,3.931952010279222698e-01
5.906378339946377620e-01,6.610142542473202987e-01
7.845581631712394977e-02,5.444969591038650858e-01
7.093208284726095769e-01,1.673213040010603780e-01
7.806317174255571478e-01,5.837727805141116333e-01
9.522217856975946360e-01,4.242229820689169539e-02
2.653261375554669677e-01,6.015538792998240680e-01
2.965599122059306980e-01,7.144241640712422070e-01
7.590052825219310018e-01,1.025159640664744520e-01
5.138544642067677248e-01,5.088905555910558931e-01
3.692807702155410654e-01,9.329248625696721087e-01
8.275063198732212078e-01,6.972093819096367717e-01
7.143266357349975504e-01,4.617161438131190954e-01
9.209945210965758688e-01,6.945954272532853802e-01
7.289810616558164424e-01,8.616909037873452526e-01
2.740715893421910021e-01,8.070709038667029933e-01
1.952406029564920376e-01,3.453419522448878398e-01
3.356104542698427062e-01,9.785254683891405625e-01
8.565372237479268458e-01,7.011698615902597354e-01
7.270567616153901236e-01,5.620727944025710743e-01
9.470906671085190798e-01,4.962587528823615424e-01
3.805177098698945271e-01,1.630353369315910017e-01
7.862056522610579856e-01,7.344439320755914435e-01
3.843550385241348843e-01,2.519341395922936044e-02
8.389973277180107214e-01,1.141798345407363247e-02
7.036997796290509477e-01,9.702571097260570543e-01
4.376613281482034656e-01,2.349734049959527615e-01
7.048710100433817072e-01,8.171281420155851460e-01
5.464303160778473112e-01,9.670352752561461873e-01
5.166872165796110306e-02,5.047955983045281370e-01
7.184539473225500794e-01,8.626404711491789667e-01
1.792556119077900467e-01,8.000034817636814122e-01
5.527070757185452710e-01,3.965536819899632137e-01
1.317150285790935627e-01,8.652957589089124157e-01
1.572732081797153514e-01,3.097878592090992367e-01
2.900455319624368755e-01,8.714140341908542808e-01
6.727029942088980086e-01,7.966813971913723202e-01
2.504678987924989775e-01,6.248740996069989118e-01
5.717459831437486928e-01,8.328303767882710984e-01
9.060870604812605311e-01,1.215677147738680741e-02
6.740199190587926603e-01,5.183579911972902021e-02
5.488586650773559228e-01,2.876327290436782036e-01
3.067765995221412023e-01,3.529585034523565756e-01
6.212924490496101182e-01,3.340499656687692109e-01
7.326990505902803985e-01,4.045273855738696911e-01
6.835320030995861718e-02,7.837598424841072386e-01
2.857583245927060034e-01,4.327668795992626327e-01
6.854438832219015287e-01,3.324561571487120171e-01
5.658565614671562383e-02,3.739210470128135899e-01
9.444485826943034290e-01,6.417343972985581901e-01
6.714791486672069265e-01,6.322821536376398432e-01
1.989921389594367929e-01,4.183338641022801285e-01
7.509397983633182561e-01,1.013728975531591470e-01
2.778527760897122612e-01,2.763191084658536134e-01
4.320189275945059970e-01,9.803687409421850685e-01
6.750254668382194012e-02,5.187009943805950263e-01
1.793646820122104524e-01,9.706765454097441292e-01
1.133035047274641993e-01,4.036010023615912434e-01
7.378849848346061835e-01,7.045544280274452786e-01
4.227286368939322525e-01,3.465241679527182317e-01
3.976123785528705712e-01,2.642762631586392796e-01
2.053329387067998058e-01,4.830396975588899799e-01
2.685337560676073210e-01,2.874616648972501132e-01
6.567560634745570614e-01,9.685373316998922011e-01
6.036372005593750867e-01,7.697946706496627822e-02
7.558361385406697774e-02,9.514232208455659645e-01
2.972907903073336300e-01,9.206698608247543270e-02
5.990445871503815578e-01,6.236487782902661037e-01
6.485048201186881522e-01,2.674020278575413023e-01
1.511068421447503418e-02,9.650153694544718608e-01
2.508930456911024898e-01,6.760262880525474971e-01
7.066298698787095711e-01,6.100074170794856920e-01
3.129073942136482156e-01,2.710962537640657644e-01
5.976682827027031131e-01,8.660956336116915066e-01
9.467337289233955788e-01,1.059058044037576307e-01
1.548286125977198502e-01,9.447362587830796521e-01
7.365352283347925688e-01,8.829938248297730663e-01
2.026326341353431593e-01,5.875858711094018583e-01
7.011395944174736439e-01,6.801118854469726527e-01
4.081516908666981136e-01,1.539489169130847657e-02
5.829260568042631263e-01,2.531015391796087588e-01
4.502542461428903353e-01,9.575810150838173218e-01
3.990353176424347170e-01,8.398016066644267141e-01
1.885406057492511334e-01,6.724604980250288300e-01
9.770069544389434757e-01,1.018931008729367926e-01
8.319942227192012041e-03,4.335827926326143444e-01
9.262548305136719673e-02,7.483843496762313530e-01
9.145486638485589292e-01,4.340209727087588343e-01
2.587116421554409573e-01,4.344033190066097783e-01
7.234478178500010070e-01,9.054161580370978513e-03
5.894539894846971828e-01,6.132916848873790627e-01
6.376882468959355066e-01,2.420220799808772139e-01
7.140527233781267524e-01,9.139148633177640590e-02
1.992703364668008126e-01,8.774700466544819166e-01
7.387231507265663577e-01,1.374555401134525123e-02
2.483762603698002058e-01,2.144064829931645599e-01
2.708063280369725767e-01,2.475597702798864042e-01
6.252629574284573888e-02,4.589405165968203359e-01
7.327334747861651287e-01,6.067317247174364159e-01
6.728716685980797862e-01,8.114917853623915267e-02
9.514907101767872133e-01,8.384918338430248363e-01
8.050903184956627046e-01,8.229838050417674911e-01
9.327105081327613512e-01,5.442539661136976958e-01
2.002820178676258944e-01,6.167836078525411603e-01
7.428814936679389858e-01,7.379173933540253971e-01
5.214490241668801040e-01,6.845871933357805528e-02
3.711129384301278256e-01,9.207666084633573389e-01
5.844489097574260272e-01,5.383319432557134299e-01
2.688535143821935147e-01,3.684489199165789097e-01
8.953460891531692667e-01,6.664630475268357168e-01
7.873870267523328526e-01,4.543454230676551298e-01
6.302472194561579144e-01,2.483836087432075290e-01
7.054608302834862732e-01,4.276013337033373052e-01
4.425455148147455775e-01,6.493223245768816598e-01
9.362806214689266548e-01,6.400634660862092318e-02
8.247432373470076072e-01,2.923831104121931146e-01
4.439194545063778197e-01,2.191332877500895560e-02
3.010460778343130306e-01,5.026312426301304814e-01
5.617607734743901293e-02,4.910957293831651471e-01
